"FileName","VariableName","VariableLabel","DataType","ValueLabels","MissingValues","EncodingCheck","Status"
"GovernanceSurvey.sav","Q11","What do you see asthe role of a school board trustee?","character","","None","Contains Special/Non-ASCII","Success"
"GovernanceSurvey.sav","Q11code","What do you see asthe role of a school board trustee?","haven_labelled","1=Advocate/Represent Students; 2=Advocate/Represent Parents; 3=Advocate/Represent Students & Parents","None","N/A","Success"
"GovernanceSurvey.sav","Q12","Do you have any children?","haven_labelled","1=Yes; 2=No","None","N/A","Success"
"GovernanceSurvey.sav","Q13","How many children do you have?","numeric","","None","N/A","Success"
"GovernanceSurvey.sav","Q14","Are any of your children under the age
of 19?","haven_labelled","1=Yes; 2=No","None","N/A","Success"
"GovernanceSurvey.sav","Q15","How many children do
you have attending elementary school?","numeric","","None","N/A","Success"
"GovernanceSurvey.sav","Q16","How many children do
you have attending high school?","numeric","","None","N/A","Success"
"GovernanceSurvey.sav","Q17_1","Which school board do your children attend. Check all that apply. English Public","haven_labelled","1=English Public","None","N/A","Success"
"GovernanceSurvey.sav","Q17_4","Which school board do your children attend. Check all that apply. English Separate (English Catholic)","haven_labelled","1=English Separate (English Catholic)","None","N/A","Success"
"GovernanceSurvey.sav","Q17_5","Which school board do your children attend. Check all that apply. French Public","haven_labelled","1=French Public","None","N/A","Success"
"GovernanceSurvey.sav","Q17_6","Which school board do your children attend. Check all that apply. French Separate (French Catholic)","haven_labelled","1=French Separate (French Catholic)","None","N/A","Success"
"GovernanceSurvey.sav","Q17_7","Which school board do your children attend. Check all that apply. Private School","haven_labelled","1=Private School","None","N/A","Success"
"GovernanceSurvey.sav","Q18","Are any of your children currently enrolled in a French immersion
program?","haven_labelled","1=All of my children are enrolled in French immersion; 4=Some of my children are enrolled in French ","None","N/A","Success"
"GovernanceSurvey.sav","Q19","Were any of your
children enrolled in French immersion in the past?","haven_labelled","1=Yes; 3=I do not have any children; 4=No","None","N/A","Success"
"GovernanceSurvey.sav","Q20","Have any of your
children ever attended a school that was closed, thus requiring your student to
change schools?","haven_labelled","1=Yes; 4=No; 5=I do not have any children","None","N/A","Success"
"GovernanceSurvey.sav","Q21_1","Do any of your children have a special need (check all that apply)? Physical disabilities","haven_labelled","1=Physical disabilities","None","N/A","Success"
"GovernanceSurvey.sav","Q21_4","Do any of your children have a special need (check all that apply)? Mental health challenges","haven_labelled","1=Mental health challenges","None","N/A","Success"
"GovernanceSurvey.sav","Q21_5","Do any of your children have a special need (check all that apply)? A learning disorder","haven_labelled","1=A learning disorder","None","N/A","Success"
"GovernanceSurvey.sav","Q21_6","Do any of your children have a special need (check all that apply)? No","haven_labelled","1=No","None","N/A","Success"
"GovernanceSurvey.sav","Q22_1","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one","None","N/A","Success"
"GovernanceSurvey.sav","Q22_4","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher","None","N/A","Success"
"GovernanceSurvey.sav","Q22_5","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary","None","N/A","Success"
"GovernanceSurvey.sav","Q22_6","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal","None","N/A","Success"
"GovernanceSurvey.sav","Q22_7","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal","None","N/A","Success"
"GovernanceSurvey.sav","Q22_8","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent","None","N/A","Success"
"GovernanceSurvey.sav","Q22_9","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education","None","N/A","Success"
"GovernanceSurvey.sav","Q22_10","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee","None","N/A","Success"
"GovernanceSurvey.sav","Q22_11","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament","None","N/A","Success"
"GovernanceSurvey.sav","Q22_12","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:","None","N/A","Success"
"GovernanceSurvey.sav","Q22_12_TEXT","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Other: - Text","character","","None","ASCII","Success"
"GovernanceSurvey.sav","Q23_1","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one","None","N/A","Success"
"GovernanceSurvey.sav","Q23_4","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher","None","N/A","Success"
"GovernanceSurvey.sav","Q23_5","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary","None","N/A","Success"
"GovernanceSurvey.sav","Q23_6","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal","None","N/A","Success"
"GovernanceSurvey.sav","Q23_7","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal","None","N/A","Success"
"GovernanceSurvey.sav","Q23_8","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent","None","N/A","Success"
"GovernanceSurvey.sav","Q23_9","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education","None","N/A","Success"
"GovernanceSurvey.sav","Q23_10","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee","None","N/A","Success"
"GovernanceSurvey.sav","Q23_11","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament","None","N/A","Success"
"GovernanceSurvey.sav","Q23_12","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:","None","N/A","Success"
"GovernanceSurvey.sav","Q23_12_TEXT","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Other:  - Text","character","","None","ASCII","Success"
"GovernanceSurvey.sav","Q24_1","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one","None","N/A","Success"
"GovernanceSurvey.sav","Q24_4","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher","None","N/A","Success"
"GovernanceSurvey.sav","Q24_5","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary","None","N/A","Success"
"GovernanceSurvey.sav","Q24_6","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal","None","N/A","Success"
"GovernanceSurvey.sav","Q24_7","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal","None","N/A","Success"
"GovernanceSurvey.sav","Q24_8","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent","None","N/A","Success"
"GovernanceSurvey.sav","Q24_9","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education","None","N/A","Success"
"GovernanceSurvey.sav","Q24_10","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee","None","N/A","Success"
"GovernanceSurvey.sav","Q24_11","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament","None","N/A","Success"
"GovernanceSurvey.sav","Q24_12","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:","None","N/A","Success"
"GovernanceSurvey.sav","Q24_12_TEXT","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Other: - Text","character","","None","ASCII","Success"
"GovernanceSurvey.sav","Q25_1","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one","None","N/A","Success"
"GovernanceSurvey.sav","Q25_4","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher","None","N/A","Success"
"GovernanceSurvey.sav","Q25_5","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary","None","N/A","Success"
"GovernanceSurvey.sav","Q25_6","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal","None","N/A","Success"
"GovernanceSurvey.sav","Q25_7","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal","None","N/A","Success"
"GovernanceSurvey.sav","Q25_8","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent","None","N/A","Success"
"GovernanceSurvey.sav","Q25_9","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education","None","N/A","Success"
"GovernanceSurvey.sav","Q25_10","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee","None","N/A","Success"
"GovernanceSurvey.sav","Q25_11","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament","None","N/A","Success"
"GovernanceSurvey.sav","Q25_12","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:","None","N/A","Success"
"GovernanceSurvey.sav","Q25_12_TEXT","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Other: - Text","character","","None","ASCII","Success"
"GovernanceSurvey.sav","Q26_1","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one","None","N/A","Success"
"GovernanceSurvey.sav","Q26_4","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher","None","N/A","Success"
"GovernanceSurvey.sav","Q26_5","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary","None","N/A","Success"
"GovernanceSurvey.sav","Q26_6","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal","None","N/A","Success"
"GovernanceSurvey.sav","Q26_7","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal","None","N/A","Success"
"GovernanceSurvey.sav","Q26_8","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent","None","N/A","Success"
"GovernanceSurvey.sav","Q26_9","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education","None","N/A","Success"
"GovernanceSurvey.sav","Q26_10","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee","None","N/A","Success"
"GovernanceSurvey.sav","Q26_11","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament","None","N/A","Success"
"GovernanceSurvey.sav","Q26_12","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:","None","N/A","Success"
"GovernanceSurvey.sav","Q26_12_TEXT","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Other:  - Text","character","","None","ASCII","Success"
"GovernanceSurvey.sav","Q27_1","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one","None","N/A","Success"
"GovernanceSurvey.sav","Q27_4","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher","None","N/A","Success"
"GovernanceSurvey.sav","Q27_5","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary","None","N/A","Success"
"GovernanceSurvey.sav","Q27_6","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal","None","N/A","Success"
"GovernanceSurvey.sav","Q27_7","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal","None","N/A","Success"
"GovernanceSurvey.sav","Q27_8","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent","None","N/A","Success"
"GovernanceSurvey.sav","Q27_9","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education","None","N/A","Success"
"GovernanceSurvey.sav","Q27_10","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee","None","N/A","Success"
"GovernanceSurvey.sav","Q27_11","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament","None","N/A","Success"
"GovernanceSurvey.sav","Q27_12","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:","None","N/A","Success"
"GovernanceSurvey.sav","Q27_12_TEXT","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Other: - Text","character","","None","ASCII","Success"
"GovernanceSurvey.sav","Q28_1","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one","None","N/A","Success"
"GovernanceSurvey.sav","Q28_4","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A teacher","haven_labelled","1=A teacher","None","N/A","Success"
"GovernanceSurvey.sav","Q28_5","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A school secretary","haven_labelled","1=A school secretary","None","N/A","Success"
"GovernanceSurvey.sav","Q28_6","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal","None","N/A","Success"
"GovernanceSurvey.sav","Q28_7","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal","None","N/A","Success"
"GovernanceSurvey.sav","Q28_8","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent","None","N/A","Success"
"GovernanceSurvey.sav","Q28_9","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education","None","N/A","Success"
"GovernanceSurvey.sav","Q28_10","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee","None","N/A","Success"
"GovernanceSurvey.sav","Q28_11","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament","None","N/A","Success"
"GovernanceSurvey.sav","Q28_12","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:","None","N/A","Success"
"GovernanceSurvey.sav","Q28_12_TEXT","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Other: - Text","character","","None","ASCII","Success"
"GovernanceSurvey.sav","Q29_1","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice No one","haven_labelled","1=No one","None","N/A","Success"
"GovernanceSurvey.sav","Q29_4","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice A teacher","haven_labelled","1=A teacher","None","N/A","Success"
"GovernanceSurvey.sav","Q29_5","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice A school secretary","haven_labelled","1=A school secretary","None","N/A","Success"
"GovernanceSurvey.sav","Q29_6","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice A vice principal","haven_labelled","1=A vice principal","None","N/A","Success"
"GovernanceSurvey.sav","Q29_7","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice The school principal","haven_labelled","1=The school principal","None","N/A","Success"
"GovernanceSurvey.sav","Q29_8","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice A superintendent","haven_labelled","1=A superintendent","None","N/A","Success"
"GovernanceSurvey.sav","Q29_9","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice The Director of Education","haven_labelled","1=The Director of Education","None","N/A","Success"
"GovernanceSurvey.sav","Q29_10","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice A school board trustee","haven_labelled","1=A school board trustee","None","N/A","Success"
"GovernanceSurvey.sav","Q29_11","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament","None","N/A","Success"
"GovernanceSurvey.sav","Q29_12","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice Other:","haven_labelled","1=Other:","None","N/A","Success"
"GovernanceSurvey.sav","Q29_12_TEXT","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Other: - Text","character","","None","ASCII","Success"
"GovernanceSurvey.sav","Q30_1","Please rank the
following trustee duties in order of importance: (You can click on the responses, hold, and then slide the responses in order of priority) - Trustees should help parents navigate who to talk to about important issues","haven_labelled","1=1; 2=2; 3=3","None","N/A","Success"
"GovernanceSurvey.sav","Q30_4","Please rank the
following trustee duties in order of importance: (You can click on the responses, hold, and then slide the responses in order of priority) - Trustees should ensure the ideas of the people they represent are considered in board decisions","haven_labelled","1=1; 2=2; 3=3","None","N/A","Success"
"GovernanceSurvey.sav","Q30_5","Please rank the
following trustee duties in order of importance: (You can click on the responses, hold, and then slide the responses in order of priority) - Trustees should be communicating directly with parents about decisions the board makes","haven_labelled","1=1; 2=2; 3=3","None","N/A","Success"
"GovernanceSurvey.sav","Q31","Which of the
following comes closest to your view?","haven_labelled","1=Trustees should focus on policies and leave operational decisions to staff; 4=Trustees should be a","None","N/A","Success"
"GovernanceSurvey.sav","Q32","Which of the
following comes closest to your view?","haven_labelled","1=Trustees should vote the way the majority of people in their area want even if they disagree with ","None","N/A","Success"
"GovernanceSurvey.sav","Q33","Which of the
following comes closest to your view?","haven_labelled","2=The system of local school board trustees works well and should be maintained; 4=School board trus","None","N/A","Success"
"GovernanceSurvey.sav","Q34_1","Please tell me if you strongly agree, agree, disagree, or strongly
disagree with each of the following statements. - There should be more professional educators on boards of trustees.","haven_labelled","1=Strongly Agree; 2=Agree; 3=Disagree; 4=Strongly Disagree","None","N/A","Success"
"GovernanceSurvey.sav","Q34_2","Please tell me if you strongly agree, agree, disagree, or strongly
disagree with each of the following statements. - Individual trustees should regularly write articles in the newspaper to keep the community informed about important decisions being made","haven_labelled","1=Strongly Agree; 2=Agree; 3=Disagree; 4=Strongly Disagree","None","N/A","Success"
"GovernanceSurvey.sav","Q34_3","Please tell me if you strongly agree, agree, disagree, or strongly
disagree with each of the following statements. - If parents complain to a trustee it is appropriate for the trustee to overturn staff decisions on occasion","haven_labelled","1=Strongly Agree; 2=Agree; 3=Disagree; 4=Strongly Disagree","None","N/A","Success"
"GovernanceSurvey.sav","Q34_4","Please tell me if you strongly agree, agree, disagree, or strongly
disagree with each of the following statements. - If a student is suspended from school their parents should be able to appeal to the board of trustees to reconsider the suspension","haven_labelled","1=Strongly Agree; 2=Agree; 3=Disagree; 4=Strongly Disagree","None","N/A","Success"
"GovernanceSurvey.sav","Q34_5","Please tell me if you strongly agree, agree, disagree, or strongly
disagree with each of the following statements. - People who send their children to private school should get a tax break","haven_labelled","1=Strongly Agree; 2=Agree; 3=Disagree; 4=Strongly Disagree","None","N/A","Success"
"GovernanceSurvey.sav","Q34_6","Please tell me if you strongly agree, agree, disagree, or strongly
disagree with each of the following statements. - People without children in school should get a tax break","haven_labelled","1=Strongly Agree; 2=Agree; 3=Disagree; 4=Strongly Disagree","None","N/A","Success"
"GovernanceSurvey.sav","Q35","What role should the board of trustees play in school management?","haven_labelled","1=Trustees should play no role in management, they should only focus on general policies; 4=Trustees","None","N/A","Success"
"GovernanceSurvey.sav","Q36_1","Thinking about the
decisions that directly affect the classroom and the school curriculum, should
each of the following have more, less, or about the same amount of control as
now? - Teachers","haven_labelled","1=More; 2=Same; 3=Less","None","N/A","Success"
"GovernanceSurvey.sav","Q36_2","Thinking about the
decisions that directly affect the classroom and the school curriculum, should
each of the following have more, less, or about the same amount of control as
now? - The Ontario Government","haven_labelled","1=More; 2=Same; 3=Less","None","N/A","Success"
"GovernanceSurvey.sav","Q36_3","Thinking about the
decisions that directly affect the classroom and the school curriculum, should
each of the following have more, less, or about the same amount of control as
now? - Elected trustees","haven_labelled","1=More; 2=Same; 3=Less","None","N/A","Success"
"GovernanceSurvey.sav","Q36_4","Thinking about the
decisions that directly affect the classroom and the school curriculum, should
each of the following have more, less, or about the same amount of control as
now? - Parents","haven_labelled","1=More; 2=Same; 3=Less","None","N/A","Success"
"GovernanceSurvey.sav","Q36_5","Thinking about the
decisions that directly affect the classroom and the school curriculum, should
each of the following have more, less, or about the same amount of control as
now? - School Board Administrators","haven_labelled","1=More; 2=Same; 3=Less","None","N/A","Success"
"GovernanceSurvey.sav","Q36_6","Thinking about the
decisions that directly affect the classroom and the school curriculum, should
each of the following have more, less, or about the same amount of control as
now? - Students","haven_labelled","1=More; 2=Same; 3=Less","None","N/A","Success"
"GovernanceSurvey.sav","Q36_7","Thinking about the
decisions that directly affect the classroom and the school curriculum, should
each of the following have more, less, or about the same amount of control as
now? - School councils","haven_labelled","1=More; 2=Same; 3=Less","None","N/A","Success"
"GovernanceSurvey.sav","Q36_8","Thinking about the
decisions that directly affect the classroom and the school curriculum, should
each of the following have more, less, or about the same amount of control as
now? - Potential employers","haven_labelled","1=More; 2=Same; 3=Less","None","N/A","Success"
